First Name,Last Name,Gender,Date of Birth,Age,Country,Jurisdiction,Political_Group,_26_March_2019_Final_Vote,26 March 2019 Procedural Vote,Pledge 2019,Sept 18 Vote DELETE,Sept 18 Vote IMCO,Sept 18 Vote VOSS,Sept 18 Vote REPORT,June 18 Vote Negotiations,National_Political_Group,National Political Group (Short),Email,Twitter,Wikidata code,EP Webpage,,,,,,,
Răzvan,Popa,male,20/01/1978,41,Romania,-,S&D,AGAINST - CORRECTED,FOR,-,AGAINST,FOR,FOR,FOR,FOR,Partidul Social Democrat,PSD,razvan.popa@ep.europa.eu,,Q40820775,http://www.europarl.europa.eu/meps/en/189490/_home.html,,,,,,,
Cristian Dan,Preda,male,26/10/1966,52,Romania,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Independent,Independent,cristiandan.preda@europarl.europa.eu,cdpreda,Q3002861,http://www.europarl.europa.eu/meps/en/96838/_home.html,,,,,,,
Laurenţiu,Rebega,male,20/02/1976,43,Romania,-,ECR,NOT PRESENT,NOT PRESENT,-,ABSTAINED,ABSTAINED,ABSTAINED,ABSTAINED,AGAINST,Independent,Independent,laurentiu.rebega@europarl.europa.eu,,Q17315718,http://www.europarl.europa.eu/meps/en/124792/_home.html,,,,,,,
Daciana Octavia,Sârbu,male,15/01/1977,42,Romania,-,S&D,FOR,AGAINST,-,AGAINST,FOR,AGAINST,FOR,FOR,Partidul Social Democrat,PSD,dacianaoctavia.sarbu@europarl.europa.eu,dacianasarbu,Q274779,http://www.europarl.europa.eu/meps/en/33989/_home.html,,,,,,,
Csaba,Sógor,male,12/05/1964,54,Romania,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,NOT PRESENT,FOR,Uniunea Democrată Maghiară din România,UDMR,csaba.sogor@europarl.europa.eu,,Q551425,http://www.europarl.europa.eu/meps/en/39724/_home.html,,,,,,,
Theodor Dumitru,Stolojan,male,24/10/1943,75,Romania,-,EPP,ABSTAINED,FOR,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,theodordumitru.stolojan@europarl.europa.eu,theodorstolojan,Q126660,http://www.europarl.europa.eu/meps/en/39721/_home.html,,,,,,,
Claudiu Ciprian,Tănăsescu,male,19/07/1965,53,Romania,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,FOR,Partidul Social Democrat,PSD,claudiuciprian.tanasescu@europarl.europa.eu,,Q558350,http://www.europarl.europa.eu/meps/en/96847/_home.html,,,,,,,
Claudia,Țapardel,female,16/12/1983,35,Romania,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,FOR,FOR,Partidul Social Democrat,PSD,ana-claudia.tapardel@europarl.europa.eu,claudiatapardel,Q17149761,http://www.europarl.europa.eu/meps/en/124793/_home.html,,,,,,,
Mihai,Ţurcanu,male,02/11/1975,43,Romania,-,EPP,ABSTAINED,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partidul Naţional Liberal,PNL,mihai.turcanu@europarl.europa.eu,turcanu2014,Q19678257,http://www.europarl.europa.eu/meps/en/131750/_home.html,,,,,,,
Traian,Ungureanu,female,01/03/1958,61,Romania,-,EPP,AGAINST,FOR,-,AGAINST,AGAINST,FOR,ABSTAINED,AGAINST,Partidul Naţional Liberal,PNL,traian.ungureanu@europarl.europa.eu,traianungureanu,Q9360698,http://www.europarl.europa.eu/meps/en/96835/_home.html,,,,,,,
Adina-Ioana,Vălean,female,16/02/1968,51,Romania,-,EPP,AGAINST,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,Partidul Naţional Liberal,PNL,adinaioana.valean@europarl.europa.eu,adinavalean,Q274739,http://www.europarl.europa.eu/meps/en/37324/_home.html,,,,,,,
Renate,Weber,male,03/08/1955,63,Romania,-,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,renate.weber@europarl.europa.eu,renateweber,Q440689,http://www.europarl.europa.eu/meps/en/39713/_home.html,,,,,,,
Iuliu,Winkler,male,14/03/1964,55,Romania,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Uniunea Democrată Maghiară din România,UDMR,iuliu.winkler@europarl.europa.eu,iuliuwinkler,Q520490,http://www.europarl.europa.eu/meps/en/39725/_home.html,,,,,,,
Maria Gabriela,Zoană,male,15/06/1979,39,Romania,-,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Partidul Social Democrat,PSD,mariagabriela.zoana@ep.europa.eu,gabriela_zoana,Q47524630,http://www.europarl.europa.eu/meps/en/191377/_home.html,,,,,,,
Monika,Beňová,male,15/08/1968,50,Slovakia,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,SMER-Sociálna demokracia,SMER-SD,monika.benova@europarl.europa.eu,monikaflabenova,Q441032,http://www.europarl.europa.eu/meps/en/23868/_home.html,,,,,,,
Pál,Csáky,female,21/03/1956,63,Slovakia,-,EPP,FOR,AGAINST,-,AGAINST,FOR,FOR,FOR,ABSTAINED,Strana maďarskej komunity – Magyar Közösség Pártja,SMK-MKP,pal.csaky@europarl.europa.eu,csakypal,Q875200,http://www.europarl.europa.eu/meps/en/124930/_home.html,,,,,,,
Eduard,Kukan,male,26/12/1939,79,Slovakia,-,EPP,FOR,AGAINST,-,AGAINST,FOR,AGAINST,FOR,ABSTAINED,Independent,Independent,eduard.kukan@europarl.europa.eu,eduardkukan,Q1289100,http://www.europarl.europa.eu/meps/en/96651/_home.html,,,,,,,
Vladimír,Maňka,male,19/09/1959,59,Slovakia,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,SMER-Sociálna demokracia,SMER-SD,vladimir.manka@europarl.europa.eu,,Q7938821,http://www.europarl.europa.eu/meps/en/28192/_home.html,,,,,,,
Miroslav,Mikolášik,male,11/09/1952,66,Slovakia,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Kresťanskodemokratické hnutie,KDH,miroslav.mikolasik@europarl.europa.eu,miromikolasik,Q4597444,http://www.europarl.europa.eu/meps/en/28178/_home.html,,,,,,,
József,Nagy,male,11/03/1968,51,Slovakia,-,EPP,FOR,FOR,-,AGAINST,FOR,AGAINST,FOR,FOR,MOST-Híd,MOST-Híd,jozsef.nagy@europarl.europa.eu,nagyjozsefeu,Q823087,http://www.europarl.europa.eu/meps/en/124926/_home.html,,,,,,,
Branislav,Škripek,male,30/08/1970,48,Slovakia,-,ECR,AGAINST,FOR,-,FOR,AGAINST,ABSTAINED,AGAINST,AGAINST,OBYČAJNÍ ĽUDIA,OĽaNO,branislav.skripek@europarl.europa.eu,,Q17315719,http://www.europarl.europa.eu/meps/en/124927/_home.html,,,,,,,
Monika,Smolková,female,06/10/1956,62,Slovakia,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,SMER-Sociálna demokracia,SMER-SD,monika.smolkova@europarl.europa.eu,,Q11785160,http://www.europarl.europa.eu/meps/en/96655/_home.html,,,,,,,
Ivan,Štefanec,male,30/09/1961,57,Slovakia,-,EPP,FOR,AGAINST,-,AGAINST,FOR,FOR,FOR,ABSTAINED,Kresťanskodemokratické hnutie,KDH,ivan.stefanec@europarl.europa.eu,ivanstefanec,Q11714338,http://www.europarl.europa.eu/meps/en/124929/_home.html,,,,,,,
Richard,Sulík,male,12/01/1968,51,Slovakia,-,ECR,AGAINST,FOR,YES,FOR,AGAINST,ABSTAINED,AGAINST,AGAINST,Sloboda a Solidarita,SaS,richard.sulik@europarl.europa.eu,,Q586798,http://www.europarl.europa.eu/meps/en/124928/_home.html,,,,,,,
Anna,Záborská,male,07/06/1948,70,Slovakia,-,EPP,ABSTAINED,FOR,-,AGAINST,FOR,FOR,FOR,ABSTAINED,Kresťanskodemokratické hnutie,KDH,anna.zaborska@europarl.europa.eu,,Q455164,http://www.europarl.europa.eu/meps/en/23894/_home.html,,,,,,,
Boris,Zala,female,09/12/1954,64,Slovakia,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,SMER-Sociálna demokracia,SMER-SD,boris.zala@europarl.europa.eu,zalaboris,Q3487103,http://www.europarl.europa.eu/meps/en/96656/_home.html,,,,,,,
Jana,Žitňanská,male,14/05/1974,44,Slovakia,-,ECR,AGAINST,FOR,-,AGAINST,FOR,FOR,FOR,AGAINST,NOVA,NOVA,jana.zitnanska@europarl.europa.eu,,Q11719711,http://www.europarl.europa.eu/meps/en/124901/_home.html,,,,,,,
Franc,Bogovič,male,02/02/1963,56,Slovenia,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Slovenska ljudska stranka,SLS,franc.bogovic@europarl.europa.eu,franc_bogovic,Q12016827,http://www.europarl.europa.eu/meps/en/125004/_home.html,,,,,,,
Tanja,Fajon,female,09/05/1971,47,Slovenia,-,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Socialni demokrati,SD,tanja.fajon@europarl.europa.eu,tfajon,Q462744,http://www.europarl.europa.eu/meps/en/96911/_home.html,,,,,,,
Alojz,Peterle,female,05/07/1948,70,Slovenia,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Nova Slovenija – Krščanski demokrati,N.Si,alojz.peterle@europarl.europa.eu,lojzepeterle,Q282653,http://www.europarl.europa.eu/meps/en/23693/_home.html,,,,,,,
Igor,Šoltes,male,22/08/1964,54,Slovenia,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Lista dr. Igorja Šoltesa,Lista dr. Igorja Šoltesa,igor.soltes@europarl.europa.eu,isoltesep,Q17120046,http://www.europarl.europa.eu/meps/en/125003/_home.html,,,,,,,
Patricija,Šulin,female,25/11/1965,53,Slovenia,-,EPP,AGAINST,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Slovenska demokratska stranka,SDS,patricija.sulin@europarl.europa.eu,patricijasulin,Q12798364,http://www.europarl.europa.eu/meps/en/125103/_home.html,,,,,,,
Romana,Tomc,female,02/11/1965,53,Slovenia,-,EPP,AGAINST,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Slovenska demokratska stranka,SDS,romana.tomc@europarl.europa.eu,romanatomc,Q16089810,http://www.europarl.europa.eu/meps/en/125104/_home.html,,,,,,,
Ivo,Vajgl,male,03/03/1943,76,Slovenia,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,DeSUS - Demokratična Stranka Upokojencev Slovenije,DeSUS,ivo.vajgl@europarl.europa.eu,ivajgl,Q685146,http://www.europarl.europa.eu/meps/en/97019/_home.html,,,,,,,
Milan,Zver,male,25/05/1962,56,Slovenia,-,EPP,AGAINST,AGAINST,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Slovenska demokratska stranka,SDS,milan.zver@europarl.europa.eu,milanzver,Q1628512,http://www.europarl.europa.eu/meps/en/96933/_home.html,,,,,,,
Clara Eugenia,Aguilera García,male,03/01/1964,55,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,claraeugenia.aguileragarcia@europarl.europa.eu,claraaguilera7,Q5771098,http://www.europarl.europa.eu/meps/en/125045/_home.html,,,,,,,
Marina,Albiol Guzmán,male,15/12/1982,36,Spain,-,GUE-NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,NOT PRESENT,Izquierda Unida,IU,marina.albiol@europarl.europa.eu,marinaalbiol,Q11691062,http://www.europarl.europa.eu/meps/en/125048/_home.html,,,,,,,
Inés,Ayala Sender,male,28/03/1957,61,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,ines.ayalasender@europarl.europa.eu,iayalasender,Q270509,http://www.europarl.europa.eu/meps/en/28292/_home.html,,,,,,,
Pilar,Ayuso,male,16/06/1942,76,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,pilar.ayuso@europarl.europa.eu,ayuso_pilar,Q440669,http://www.europarl.europa.eu/meps/en/4319/_home.html,,,,,,,
Beatriz,Becerra Basterrechea,female,14/11/1966,52,Spain,-,ALDE,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Independiente,Independiente,beatriz.becerra@europarl.europa.eu,beatrizbecerrab,Q17174668,http://www.europarl.europa.eu/meps/en/125040/_home.html,,,,,,,
Xabier,Benito Ziluaga,male,23/05/1988,30,Spain,-,GUE-NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,PODEMOS,PODEMOS,xabier.benitoziluaga@europarl.europa.eu,xabierbenito,Q21600336,http://www.europarl.europa.eu/meps/en/135490/_home.html,,,,,,,
Izaskun,Bilbao Barandica,male,27/03/1961,57,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Partido Nacionalista Vasco,EAJ-PNV,izaskun.bilbaobarandica@europarl.europa.eu,izaskunbilbaob,Q290539,http://www.europarl.europa.eu/meps/en/96922/_home.html,,,,,,,
José,Blanco López,female,06/02/1962,57,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,jose.blancolopez@europarl.europa.eu,,Q628418,http://www.europarl.europa.eu/meps/en/125044/_home.html,,,,,,,
Soledad,Cabezón Ruiz,male,01/09/1973,45,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,soledad.cabezonruiz@europarl.europa.eu,soledadcabezon,Q2841087,http://www.europarl.europa.eu/meps/en/125041/_home.html,,,,,,,
Enrique,Calvet Chambon,female,28/10/1950,68,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,ABSTAINED,FOR,FOR,Independiente,Independiente,enrique.calvetchambon@europarl.europa.eu,enriquecalvet,Q18571764,http://www.europarl.europa.eu/meps/en/129407/_home.html,,,,,,,
Javier,Couso Permuy,male,08/11/1968,50,Spain,-,GUE-NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,Izquierda Unida,IU,javier.cousopermuy@europarl.europa.eu,caninator,Q16581087,http://www.europarl.europa.eu/meps/en/125997/_home.html,,,,,,,
Luis,de Grandes Pascual,female,27/01/1945,74,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,luis.degrandespascual@europarl.europa.eu,ppegrupo,Q607917,http://www.europarl.europa.eu/meps/en/28393/_home.html,,,,,,,
Pilar,del Castillo Vera,male,31/07/1952,66,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,pilar.delcastillo@europarl.europa.eu,delcastillop,Q292095,http://www.europarl.europa.eu/meps/en/28390/_home.html,,,,,,,
Agustín,Díaz De Mera García Consuegra,male,27/09/1947,71,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,agustin.diazdemera@europarl.europa.eu,ppegrupo,Q399192,http://www.europarl.europa.eu/meps/en/28397/_home.html,,,,,,,
Rosa,Estaràs Ferragut,female,21/10/1965,53,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,rosa.estaras@europarl.europa.eu,,Q4894822,http://www.europarl.europa.eu/meps/en/96811/_home.html,,,,,,,
Jonás,Fernández,female,08/01/1979,40,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,jonas.fernandezalvarez@europarl.europa.eu,jonasfernandez,Q17155376,http://www.europarl.europa.eu/meps/en/125046/_home.html,,,,,,,
Santiago,Fisas Ayxelà,male,29/08/1948,70,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,santiago.fisasayxela@europarl.europa.eu,santiagofisas,Q3817070,http://www.europarl.europa.eu/meps/en/96729/_home.html,,,,,,,
Francesc,Gambús,male,21/05/1974,44,Spain,-,EPP,FOR,AGAINST,-,NOT PRESENT,NOT PRESENT,FOR,NOT PRESENT,AGAINST,0,Independiente,francesc.gambus@europarl.europa.eu,,Q17155024,http://www.europarl.europa.eu/meps/en/125006/_home.html,,,,,,,
Iratxe,García Pérez,female,07/10/1974,44,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,iratxe.garcia-perez@europarl.europa.eu,iratxegarper,Q459373,http://www.europarl.europa.eu/meps/en/28298/_home.html,,,,,,,
Eider,Gardiazabal Rubial,female,12/07/1975,43,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,eider.gardiazabalrubial@europarl.europa.eu,egardiazabal,Q3755512,http://www.europarl.europa.eu/meps/en/96991/_home.html,,,,,,,
María Teresa,Giménez Barbat,female,04/06/1955,63,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,0,Independiente,teresa.gimenezbarbat@europarl.europa.eu,gimenezbarbat,Q16186683,http://www.europarl.europa.eu/meps/en/135491/_home.html,,,,,,,
Tania,González Peñas,female,18/10/1982,36,Spain,-,GUE-NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,PODEMOS,PODEMOS,tania.gonzalezpenas@europarl.europa.eu,taniagonzalezps,Q18046537,http://www.europarl.europa.eu/meps/en/127330/_home.html,,,,,,,
Esteban,González Pons,female,21/08/1964,54,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,esteban.gonzalezpons@europarl.europa.eu,gonzalezpons,Q2794709,http://www.europarl.europa.eu/meps/en/125027/_home.html,,,,,,,
Enrique,Guerrero Salom,male,28/08/1948,70,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,enrique.guerrerosalom@europarl.europa.eu,,Q3817295,http://www.europarl.europa.eu/meps/en/96768/_home.html,,,,,,,
Sergio,Gutiérrez Prieto,female,11/07/1982,36,Spain,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,sergio.gutierrezprieto@europarl.europa.eu,sergio_gp,Q2273109,http://www.europarl.europa.eu/meps/en/103488/_home.html,,,,,,,
Esther,Herranz García,male,03/07/1969,49,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,esther.herranzgarcia@europarl.europa.eu,,Q3774834,http://www.europarl.europa.eu/meps/en/22418/_home.html,,,,,,,
Carlos,Iturgaiz,female,20/10/1965,53,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,carlos.iturgaiz@europarl.europa.eu,carlositurgaiz,Q3496866,http://www.europarl.europa.eu/meps/en/28398/_home.html,,,,,,,
Ramón,Jáuregui Atondo,male,01/09/1948,70,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,ramon.jaureguiatondo@europarl.europa.eu,,Q1684700,http://www.europarl.europa.eu/meps/en/97078/_home.html,,,,,,,
Teresa,Jiménez-Becerril Barrio,male,24/07/1961,57,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,teresa.jimenez-becerril@ep.europa.eu,teresajbecerril,Q9357304,http://www.europarl.europa.eu/meps/en/96806/_home.html,,,,,,,
Verónica,Lope Fontagné,male,01/02/1952,67,Spain,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,veronica.lopefontagne@europarl.europa.eu,,Q9368461,http://www.europarl.europa.eu/meps/en/96765/_home.html,,,,,,,
Javi,López,female,11/11/1985,33,Spain,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partit dels Socialistes de Catalunya,PSC,javi.lopez@europarl.europa.eu,javilopezeu,Q16977671,http://www.europarl.europa.eu/meps/en/125042/_home.html,,,,,,,
Juan Fernando,López Aguilar,male,10/06/1961,57,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Socialista Obrero Español,PSOE,juanfernando.lopezaguilar@europarl.europa.eu,jflopezaguilar,Q941950,http://www.europarl.europa.eu/meps/en/96812/_home.html,,,,,,,
Paloma,López Bermejo,female,20/02/1962,57,Spain,-,GUE-NGL,ABSTAINED,FOR,-,AGAINST,AGAINST,ABSTAINED,ABSTAINED,AGAINST,Izquierda Unida,IU,paloma.lopez@europarl.europa.eu,palomalopezb,Q17155380,http://www.europarl.europa.eu/meps/en/125047/_home.html,,,,,,,
Antonio,López-Istúriz White,male,01/04/1970,48,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,antonio.lopezisturiz@europarl.europa.eu,tonoepp,Q602944,http://www.europarl.europa.eu/meps/en/28399/_home.html,,,,,,,
Florent,Marcellesi,male,10/04/1979,40,Spain,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,EQUO,EQUO,florent.marcellesi@europarl.europa.eu,fmarcellesi,Q5863104,http://www.europarl.europa.eu/meps/en/26146/_home.html,,,,,,,
Gabriel,Mato,male,29/04/1961,57,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,gabriel.mato@europarl.europa.eu,gabrielmatoa,Q548970,http://www.europarl.europa.eu/meps/en/96936/_home.html,,,,,,,
Francisco José,Millán Mon,female,08/03/1955,64,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,francisco.millanmon@europarl.europa.eu,ppegrupo,Q3775015,http://www.europarl.europa.eu/meps/en/28400/_home.html,,,,,,,
Ana,Miranda,female,02/05/1971,47,Spain,-,Greens-EFA,NOT PRESENT,NOT PRESENT,YES,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Bloque Nacionalista Galego,BNG,ana.miranda@ep.europa.eu,anamirandamep,Q482983,http://www.europarl.europa.eu/meps/en/24942/_home.html,,,,,,,
Javier,Nart,female,19/08/1947,71,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Ciudadanos-Partido de la Ciudadanía,Cs,javier.nart@europarl.europa.eu,,Q5928039,http://www.europarl.europa.eu/meps/en/125005/_home.html,,,,,,,
Maite,Pagazaurtundúa Ruiz,female,11/02/1965,54,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,AGAINST,FOR,ABSTAINED,Unión Progreso y Democracia,UPYD,,,Q9027010,maitepagaza,http://www.europarl.europa.eu/meps/en/125038/_home.html,,,,,,
Carolina,Punset,male,05/01/1971,48,Spain,-,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Ciudadanos-Partido de la Ciudadanía,Cs,carolina.punset@europarl.europa.eu,carolinapunset,Q19320457,http://www.europarl.europa.eu/meps/en/90110/_home.html,,,,,,,
Inmaculada,Rodríguez-Piñero Fernández,male,07/01/1958,61,Spain,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Socialista Obrero Español,PSOE,inma.rodriguezpinero@europarl.europa.eu,rodriguezpinero,Q4890847,http://www.europarl.europa.eu/meps/en/125043/_home.html,,,,,,,
José Ignacio,Salafranca Sánchez-Neyra,male,31/05/1955,63,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partido Popular,PP,joseignacio.salafranca@europarl.europa.eu,,Q960188,http://www.europarl.europa.eu/meps/en/2002/_home.html,,,,,,,
Lola,Sánchez Caldentey,female,17/03/1978,41,Spain,-,GUE-NGL,AGAINST,FOR,YES,ABSTAINED,FOR,AGAINST,AGAINST,AGAINST,PODEMOS,PODEMOS,mariadoloreslola.sanchezcaldentey@europarl.europa.eu,lolapodemos,Q17280090,http://www.europarl.europa.eu/meps/en/125035/_home.html,,,,,,,
Maria Lidia,Senra Rodríguez,male,14/06/1958,60,Spain,-,GUE-NGL,AGAINST,FOR,-,ABSTAINED,ABSTAINED,ABSTAINED,ABSTAINED,NOT PRESENT,Alternativa galega de esquerda en Europa,AGE en Europa,lidia.senra@europarl.europa.eu,lidiasenra,Q12391819,http://www.europarl.europa.eu/meps/en/125049/_home.html,,,,,,,
Jordi,Solé,male,26/10/1976,42,Spain,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,ABSTAINED,AGAINST,Esquerra Republicana de Catalunya,ERC,jordi.sole@europarl.europa.eu,,Q14038593,http://www.europarl.europa.eu/meps/en/185974/_home.html,,,,,,,
Josep-Maria,Terricabras,female,12/07/1946,72,Spain,-,Greens-EFA,AGAINST,FOR,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Esquerra Republicana de Catalunya,ERC,josep-maria.terricabras@europarl.europa.eu,jmterricabras,Q2554859,http://www.europarl.europa.eu/meps/en/124932/_home.html,,,,,,,
Estefanía,Torres Martínez,female,27/04/1982,36,Spain,-,GUE-NGL,NOT PRESENT,NOT PRESENT,YES,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,PODEMOS,PODEMOS,estefania.torresmartinez@europarl.europa.eu,,Q19694726,http://www.europarl.europa.eu/meps/en/131749/_home.html,,,,,,,
Ramon,Tremosa I Balcells,male,30/06/1965,53,Spain,-,ALDE,AGAINST - CORRECTED,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Partit Demòcrata Europeu i Català,PDeCAT,ramon.tremosa@europarl.europa.eu,ramontremosa,Q2171878,http://www.europarl.europa.eu/meps/en/97203/_home.html,,,,,,,
Miguel,Urbán Crespo,male,26/03/1980,39,Spain,-,GUE-NGL,AGAINST,FOR,-,ABSTAINED,FOR,AGAINST,AGAINST,NOT PRESENT,PODEMOS,PODEMOS,miguel.urbancrespo@europarl.europa.eu,miguelurban,Q19422218,http://www.europarl.europa.eu/meps/en/131507/_home.html,,,,,,,
Ernest,Urtasun,female,27/01/1982,37,Spain,-,Greens-EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Iniciativa per Catalunya Verds,ICV,ernest.urtasun@europarl.europa.eu,ernesturtasun,Q15564103,http://www.europarl.europa.eu/meps/en/124972/_home.html,,,,,,,
Ramón Luis,Valcárcel Siso,male,16/11/1954,64,Spain,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partido Popular,PP,ramonluis.valcarcelsiso@europarl.europa.eu,rl_valcarcel,Q1021708,http://www.europarl.europa.eu/meps/en/125032/_home.html,,,,,,,
