First Name,Last Name,Country,Jurisdiction,Political Group,"26 March 2019
Final Vote","26 March 2019
Procedural Vote","Pledge
2019","Sept 18 Vote
DELETE","Sept 18 Vote
IMCO","Sept 18 Vote
VOSS","Sept 18 Vote
REPORT","June 18 Vote
Negotiations",National Political Group,National Political Group (Short),Email,Twitter,EP Webpage,
Eva,Kaili,Greece,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,ABSTAINED,ABSTAINED,FOR,NOT PRESENT,Panhellenic Socialist Movement - Olive Tree,ΠΑΣΟΚ/PASOK,eva.kaili@europarl.europa.eu,EvaKaili,http://www.europarl.europa.eu/meps/en/125109/_home.html,
Manolis,Kefalogiannis,Greece,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Nea Demokratia,ΝΔ/ND,manolis.kefalogiannis@europarl.europa.eu,M_Kefalogiannis,http://www.europarl.europa.eu/meps/en/125068/_home.html,
Stelios,Kouloglou,Greece,-,GUE/NGL,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Coalition of the Radical Left,ΣΥΡΙΖΑ/SYRIZA,stelios.kouloglou@europarl.europa.eu,SteliosKoul,http://www.europarl.europa.eu/meps/en/130833/_home.html,
Kostadinka,Kuneva,Greece,-,GUE/NGL,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Coalition of the Radical Left,ΣΥΡΙΖΑ/SYRIZA,kostadinka.kuneva@europarl.europa.eu,kkuneva,http://www.europarl.europa.eu/meps/en/125092/_home.html,
Miltiadis,Kyrkos,Greece,-,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,The River,The River,miltiadis.kyrkos@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125113/_home.html,
Georgios,Kyrtsos,Greece,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Nea Demokratia,ΝΔ/ND,georgios.kyrtsos@europarl.europa.eu,GiorgosKyrtsos,http://www.europarl.europa.eu/meps/en/125063/_home.html,
Notis,Marias,Greece,-,ECR,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,ABSTAINED,ABSTAINED,ABSTAINED,FOR,Greece-The Alternative Road,Greece-The Alternative Road,notis.marias@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125069/_home.html,
Konstantinos,Papadakis,Greece,-,Non-attached,ABSTAINED,FOR,-,ABSTAINED,ABSTAINED,AGAINST,ABSTAINED,AGAINST,Communist Party of Greece,KKE,konstantinos.papadakis@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125093/_home.html,
Dimitrios,Papadimoulis,Greece,-,GUE/NGL,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,AGAINST,FOR,AGAINST,Coalition of the Radical Left,ΣΥΡΙΖΑ/SYRIZA,dimitrios.papadimoulis@europarl.europa.eu,papadimoulis,http://www.europarl.europa.eu/meps/en/28586/_home.html,
Sofia,Sakorafa,Greece,-,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,sofia.sakorafa@europarl.europa.eu,SofiaSakorafa,http://www.europarl.europa.eu/meps/en/125091/_home.html,
Maria,Spyraki,Greece,-,EPP,FOR,FOR,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Nea Demokratia,ΝΔ/ND,maria.spyraki@europarl.europa.eu,MariaSpyraki,http://www.europarl.europa.eu/meps/en/125064/_home.html,
Eleftherios,Synadinos,Greece,-,Non-attached,FOR,FOR,-,FOR,AGAINST,AGAINST,AGAINST,NOT PRESENT,Popular Association – Golden Dawn,Golden Dawn,eleftherios.synadinos@europarl.europa.eu,Synadinos_Eleft,http://www.europarl.europa.eu/meps/en/125072/_home.html,
Elissavet,Vozemberg-Vrionidi,Greece,-,EPP,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,FOR,Nea Demokratia,ΝΔ/ND,elissavet.vozemberg@europarl.europa.eu,vozemberg,http://www.europarl.europa.eu/meps/en/125065/_home.html,
Theodoros,Zagorakis,Greece,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Nea Demokratia,ΝΔ/ND,theodoros.zagorakis@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125067/_home.html,
Sotirios,Zarianopoulos,Greece,-,Non-attached,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Communist Party of Greece,KKE,sotirios.zarianopoulos@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/125090/_home.html,
Zoltán,Balczó,Hungary,-,Non-attached,AGAINST,FOR,-,FOR,AGAINST,ABSTAINED,AGAINST,AGAINST,Jobbik Magyarországért Mozgalom,Jobbik ,zoltan.balczo@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96877/_home.html,
Andrea,Bocskor,Hungary,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,andrea.bocskor@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124712/_home.html,
Andor,Deli,Hungary,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,andor.deli@europarl.europa.eu,andordeli,http://www.europarl.europa.eu/meps/en/124714/_home.html,
Tamás,Deutsch,Hungary,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,tamas.deutsch@europarl.europa.eu,dajcstomi,http://www.europarl.europa.eu/meps/en/96826/_home.html,
Norbert,Erdős,Hungary,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,norbert.erdos@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124711/_home.html,
Kinga,Gál,Hungary,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,kinga.gal@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/28150/_home.html,
András,Gyürk,Hungary,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,andras.gyurk@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/23816/_home.html,
György,Hölvényi,Hungary,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Kereszténydemokrata Néppárt 335,KDNP,gyorgy.holvenyi@europarl.europa.eu,HolvenyiGyorgy,http://www.europarl.europa.eu/meps/en/124715/_home.html,
Lívia,Járóka,Hungary,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,livia.jaroka@ep.europa.eu,JarokaLivia,http://www.europarl.europa.eu/meps/en/28141/_home.html,
Benedek,Jávor,Hungary,-,Greens/EFA,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Együtt 2014 - Párbeszéd Magyarországért,Együtt 2014 - PM,benedek.javor@europarl.europa.eu,javorbenedek,http://www.europarl.europa.eu/meps/en/124721/_home.html,
Ádám,Kósa,Hungary,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,adam.kosa@europarl.europa.eu,adamkosamep,http://www.europarl.europa.eu/meps/en/96829/_home.html,
Béla,Kovács,Hungary,-,Non-attached,NOT PRESENT,NOT PRESENT,-,FOR,AGAINST,ABSTAINED,AGAINST,AGAINST,Jobbik Magyarországért Mozgalom,Jobbik ,bela.kovacs@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/102887/_home.html,
Tamás,Meszerics,Hungary,-,Greens/EFA,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Lehet Más A Politika,LMP,tamas.meszerics@europarl.europa.eu,MeszericsT,http://www.europarl.europa.eu/meps/en/124720/_home.html,
Csaba,Molnár,Hungary,-,S&D,AGAINST - CORRECTED,AGAINST,-,AGAINST,FOR,AGAINST,FOR,AGAINST,Demokratikus Koalíció,DK,csaba.molnar@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124722/_home.html,
Krisztina,Morvai,Hungary,-,Non-attached,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,ABSTAINED,ABSTAINED,NOT PRESENT,Jobbik Magyarországért Mozgalom,Jobbik ,krisztina.morvai@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/96661/_home.html,
Péter,Niedermüller,Hungary,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Demokratikus Koalíció,DK,peter.niedermueller@europarl.europa.eu,niedermullermep,http://www.europarl.europa.eu/meps/en/124723/_home.html,
György,Schöpflin,Hungary,-,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,gyorgy.schopflin@europarl.europa.eu,schopflinMEP,http://www.europarl.europa.eu/meps/en/28135/_home.html,
József,Szájer,Hungary,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,jozsef.szajer@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/23821/_home.html,
Tibor,Szanyi,Hungary,-,S&D,AGAINST,FOR,-,AGAINST,FOR,AGAINST,ABSTAINED,AGAINST,Magyar Szocialista Párt,MSZP,tibor.szanyi@europarl.europa.eu,szanyitibor,http://www.europarl.europa.eu/meps/en/124703/_home.html,
László,Tőkés,Hungary,-,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,Fidesz ,laszlo.tokes@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/39726/_home.html,
István,Ujhelyi,Hungary,-,S&D,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,ABSTAINED,ABSTAINED,AGAINST,Magyar Szocialista Párt,MSZP,istvan.ujhelyi@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124705/_home.html,
Lynn,Boylan,Ireland,Dublin,GUE/NGL,AGAINST,FOR,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Sinn Féin,Sinn Féin,lynn.boylan@europarl.europa.eu,LNBDublin,http://www.europarl.europa.eu/meps/en/124984/_home.html,
Matt,Carthy,Ireland,Midlands-North-West,GUE/NGL,AGAINST,FOR,-,ABSTAINED,FOR,FOR,AGAINST,AGAINST,Sinn Féin,Sinn Féin,matt.carthy@europarl.europa.eu,mattcarthy,http://www.europarl.europa.eu/meps/en/124986/_home.html,
Nessa,Childers,Ireland,Dublin,S&D,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,nessa.childers@europarl.europa.eu,NChildersMEP,http://www.europarl.europa.eu/meps/en/96603/_home.html,
Deirdre,Clune,Ireland,South,EPP,NOT PRESENT,NOT PRESENT,-,AGAINST,AGAINST,FOR,FOR,FOR,Fine Gael Party,Fine Gael Party,deirdre.clune@europarl.europa.eu,deirdreclunemep,http://www.europarl.europa.eu/meps/en/124988/_home.html,
Brian,Crowley,Ireland,South,ECR,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Fianna Fáil Party,Fianna Fáil Party,brian.crowley@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/2109/_home.html,
Luke Ming,Flanagan,Ireland,Midlands-North-West,GUE/NGL,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,lukeming.flanagan@europarl.europa.eu,lukeming,http://www.europarl.europa.eu/meps/en/124985/_home.html,
Marian,Harkin,Ireland,Midlands-North-West,ALDE,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Independent,Independent,marian.harkin@europarl.europa.eu,MarianHarkin,http://www.europarl.europa.eu/meps/en/28116/_home.html,
Brian,Hayes,Ireland,Dublin,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Fine Gael Party,Fine Gael Party,brian.hayes@europarl.europa.eu,brianhayesMEP,http://www.europarl.europa.eu/meps/en/118658/_home.html,
Seán,Kelly,Ireland,South,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Fine Gael Party,Fine Gael Party,sean.kelly@europarl.europa.eu,SeanKellyMEP,http://www.europarl.europa.eu/meps/en/96668/_home.html,
Mairead,McGuinness,Ireland,Midlands-North-West,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Fine Gael Party,Fine Gael Party,mairead.mcguinness@europarl.europa.eu,MaireadMcGMEP,http://www.europarl.europa.eu/meps/en/28115/_home.html,
Liadh,Ní Riada,Ireland,South,GUE/NGL,NOT PRESENT,NOT PRESENT,-,ABSTAINED,FOR,FOR,AGAINST,AGAINST,Sinn Féin,Sinn Féin,liadh.niriada@europarl.europa.eu,LiadhNiRiadaMEP,http://www.europarl.europa.eu/meps/en/124987/_home.html,
Isabella,Adinolfi,Italy,Meridionale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,isabella.adinolfi@europarl.europa.eu,Isa_Adinolfi,http://www.europarl.europa.eu/meps/en/124831/_home.html,
Marco,Affronte,Italy,Nord-Orientale,Greens/EFA,AGAINST,FOR,YES,AGAINST,FOR,AGAINST,AGAINST,AGAINST,Independent,Independent,marco.affronte@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124797/_home.html,
Laura,Agea,Italy,Centrale,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,NOT PRESENT,NOT PRESENT,Movimento 5 Stelle,M5S,laura.agea@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124811/_home.html,
Daniela,Aiuto,Italy,Meridionale,EFDD,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,daniela.aiuto@europarl.europa.eu,DanielaAiuto,http://www.europarl.europa.eu/meps/en/124842/_home.html,
Tiziana,Beghin,Italy,Nord-Occidentale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,tiziana.beghin@europarl.europa.eu,beghin_t,http://www.europarl.europa.eu/meps/en/124777/_home.html,
Brando,Benifei,Italy,Nord-Occidentale,S&D,AGAINST,FOR,YES,AGAINST,ABSTAINED,AGAINST,ABSTAINED,AGAINST,Partito Democratico,PD,brando.benifei@europarl.europa.eu,brandobenifei,http://www.europarl.europa.eu/meps/en/124867/_home.html,
Goffredo Maria,Bettini,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,ABSTAINED,Partito Democratico,PD,goffredo.bettini@europarl.europa.eu,GoffredoBettini,http://www.europarl.europa.eu/meps/en/124819/_home.html,
Mara,Bizzotto,Italy,Nord-Orientale,ENF,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Lega Nord,LN,mara.bizzotto@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/97198/_home.html,
Simona,Bonafè,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,simona.bonafe@europarl.europa.eu,simonabonafe,http://www.europarl.europa.eu/meps/en/124814/_home.html,
Mario,Borghezio,Italy,Centrale,ENF,AGAINST,FOR,-,FOR,FOR,NOT PRESENT,NOT PRESENT,AGAINST,Lega Nord,LN,mario.borghezio@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/21817/_home.html,
David,Borrelli,Italy,Nord-Orientale,Non-attached,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,david.borrelli@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124796/_home.html,
Mercedes,Bresso,Italy,Nord-Occidentale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,mercedes.bresso@europarl.europa.eu,mercedesbresso,http://www.europarl.europa.eu/meps/en/28346/_home.html,
Renata,Briano,Italy,Nord-Occidentale,S&D,AGAINST,FOR,YES,AGAINST,ABSTAINED,AGAINST,ABSTAINED,AGAINST,Partito Democratico,PD,renata.briano@europarl.europa.eu,renatabriano,http://www.europarl.europa.eu/meps/en/124787/_home.html,
Nicola,Caputo,Italy,Meridionale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Partito Democratico,PD,nicola.caputo@europarl.europa.eu,NicolaCaputo,http://www.europarl.europa.eu/meps/en/124851/_home.html,
Fabio Massimo,Castaldo,Italy,Centrale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Movimento 5 Stelle,M5S,fabiomassimo.castaldo@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124812/_home.html,
Lorenzo,Cesa,Italy,Meridionale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Unione di Centro,UdC,lorenzo.cesa@europarl.europa.eu,L_Cesa,http://www.europarl.europa.eu/meps/en/28451/_home.html,
Caterina,Chinnici,Italy,Insulare,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Partito Democratico,PD,caterina.chinnici@europarl.europa.eu,CaterinaChinnic,http://www.europarl.europa.eu/meps/en/124861/_home.html,
Salvatore,Cicu,Italy,Insulare,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Forza Italia,FI,salvatore.cicu@europarl.europa.eu,SalvoCicu,http://www.europarl.europa.eu/meps/en/124854/_home.html,
Angelo,Ciocca,Italy,Nord-Occidentale,ENF,AGAINST,FOR,-,FOR,FOR,NOT PRESENT,NOT PRESENT,AGAINST,Lega Nord,LN,angelo.ciocca@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/183793/_home.html,
Alberto,Cirio,Italy,Nord-Occidentale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,alberto.cirio@europarl.europa.eu,Alberto_Cirio,http://www.europarl.europa.eu/meps/en/124772/_home.html,
Sergio Gaetano,Cofferati,Italy,Nord-Occidentale,S&D,AGAINST,FOR,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Sinistra Italiana,SI,sergio.cofferati@europarl.europa.eu,Cofferati,http://www.europarl.europa.eu/meps/en/96915/_home.html,
Lara,Comi,Italy,Nord-Occidentale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Forza Italia,FI,lara.comi@europarl.europa.eu,comilara,http://www.europarl.europa.eu/meps/en/96775/_home.html,
Ignazio,Corrao,Italy,Insulare,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,ignazio.corrao@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124856/_home.html,
Silvia,Costa,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,silvia.costa@europarl.europa.eu,SilviaCostaEU,http://www.europarl.europa.eu/meps/en/96917/_home.html,
Andrea,Cozzolino,Italy,Meridionale,S&D,FOR,FOR,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,AGAINST,Partito Democratico,PD,andrea.cozzolino@europarl.europa.eu,cozzolino62,http://www.europarl.europa.eu/meps/en/96880/_home.html,
Rosa,d'Amato,Italy,Meridionale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,rosa.damato@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124835/_home.html,
Nicola,Danti,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,nicola.danti@europarl.europa.eu,DantiNicola,http://www.europarl.europa.eu/meps/en/124821/_home.html,
Paolo,De Castro,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,paolo.decastro@europarl.europa.eu,paolodecastro,http://www.europarl.europa.eu/meps/en/96891/_home.html,
Isabella,De Monte,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,isabella.demonte@europarl.europa.eu,IsabellaDeMonte,http://www.europarl.europa.eu/meps/en/124803/_home.html,
Herbert,Dorfmann,Italy,Nord-Orientale,EPP,FOR,FOR,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Südtiroler Volkspartei,SVP,herbert.dorfmann@europarl.europa.eu,HerbertDorfmann,http://www.europarl.europa.eu/meps/en/96787/_home.html,
Eleonora,Evi,Italy,Nord-Occidentale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,eleonora.evi@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124779/_home.html,
Giuseppe,Ferrandino,Italy,Meridionale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,giuseppe.ferrandino@ep.europa.eu,,http://www.europarl.europa.eu/meps/en/192634/_home.html,
Laura,Ferrara,Italy,Meridionale,EFDD,AGAINST,FOR,YES,FOR,FOR,AGAINST,AGAINST,AGAINST,Movimento 5 Stelle,M5S,laura.ferrara@europarl.europa.eu,LFerraraM5S,http://www.europarl.europa.eu/meps/en/124833/_home.html,
Raffaele,Fitto,Italy,Meridionale,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Conservatori e Riformisti,CoR,raffaele.fitto@europarl.europa.eu,raffaelefitto,http://www.europarl.europa.eu/meps/en/4465/_home.html,
Eleonora,Forenza,Italy,Meridionale,GUE/NGL,AGAINST,FOR,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Lista Tsipras-L'Altra Europa,L’Altra Europa con Tsipras,eleonora.forenza@europarl.europa.eu,eleonoraforenza,http://www.europarl.europa.eu/meps/en/125193/_home.html,
Elisabetta,Gardini,Italy,Nord-Orientale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,elisabetta.gardini@europarl.europa.eu,EGardini,http://www.europarl.europa.eu/meps/en/58758/_home.html,
Enrico,Gasbarra,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,enrico.gasbarra@europarl.europa.eu,enricogasbarra,http://www.europarl.europa.eu/meps/en/124817/_home.html,
Elena,Gentile,Italy,Meridionale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,elena.gentile@europarl.europa.eu,elena_gentile,http://www.europarl.europa.eu/meps/en/124847/_home.html,
Michela,Giuffrida,Italy,Insulare,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Partito Democratico,PD,michela.giuffrida@europarl.europa.eu,m_giuffrida,http://www.europarl.europa.eu/meps/en/124864/_home.html,
Roberto,Gualtieri,Italy,Centrale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,roberto.gualtieri@europarl.europa.eu,gualtierieurope,http://www.europarl.europa.eu/meps/en/96892/_home.html,
Cécile Kashetu,Kyenge,Italy,Nord-Orientale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,AGAINST,Partito Democratico,PD,kashetu.kyenge@europarl.europa.eu,ckyenge,http://www.europarl.europa.eu/meps/en/124801/_home.html,
Giovanni,La Via,Italy,Insulare,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Alternativa Popolare,AP,giovanni.lavia@europarl.europa.eu,GiovanniLaVia,http://www.europarl.europa.eu/meps/en/96816/_home.html,
Danilo Oscar,Lancini,Italy,Nord-Occidentale,ENF,NOT PRESENT,NOT PRESENT,-,FOR,FOR,AGAINST,AGAINST,AGAINST,Lega Nord,LN,danilo.lancini@ep.europe.eu,,http://www.europarl.europa.eu/meps/en/192635/_home.html,
Innocenzo,Leontini,Italy,Insulare,ECR,FOR,AGAINST,-,AGAINST,AGAINST,NOT PRESENT,NOT PRESENT,NOT PRESENT,Forza Italia,FI,innocenzo.leontini@europarl.europa.eu,ileontini,http://www.europarl.europa.eu/meps/en/72754/_home.html,
Curzio,Maltese,Italy,Nord-Occidentale,GUE/NGL,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Lista Tsipras-L'Altra Europa,L’Altra Europa con Tsipras,curzio.maltese@europarl.europa.eu,curziomaltesetw,http://www.europarl.europa.eu/meps/en/125192/_home.html,
Fulvio,Martusciello,Italy,Meridionale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,fulvio.martusciello@europarl.europa.eu,fulviomartuscie,http://www.europarl.europa.eu/meps/en/124828/_home.html,
Barbara,Matera,Italy,Meridionale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,barbara.matera@europarl.europa.eu,BarbaraMateraUe,http://www.europarl.europa.eu/meps/en/96813/_home.html,
Stefano,Maullu,Italy,Nord-Occidentale,ECR,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Forza Italia,FI,stefano.maullu@europarl.europa.eu,stefanomaullu,http://www.europarl.europa.eu/meps/en/133326/_home.html,
Giulia,Moi,Italy,Insulare,EFDD,ABSTAINED,ABSTAINED,-,FOR,FOR,AGAINST,AGAINST,NOT PRESENT,Movimento 5 Stelle,M5S,giulia.moi@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124859/_home.html,
Luigi,Morgano,Italy,Nord-Occidentale,S&D,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,FOR,Partito Democratico,PD,luigi.morgano@europarl.europa.eu,,http://www.europarl.europa.eu/meps/en/124788/_home.html,
Alessia Maria,Mosca,Italy,Nord-Occidentale,S&D,NOT PRESENT,NOT PRESENT,-,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,NOT PRESENT,Partito Democratico,PD,alessia.mosca@europarl.europa.eu,alessiamosca,http://www.europarl.europa.eu/meps/en/124868/_home.html,
Alessandra,Mussolini,Italy,Centrale,EPP,FOR,AGAINST,-,AGAINST,AGAINST,FOR,FOR,NOT PRESENT,Forza Italia,FI,alessandra.mussolini@europarl.europa.eu,Ale_Mussolini_,http://www.europarl.europa.eu/meps/en/28429/_home.html,
